id,name,wiki_url,drugbank_url
DB05202,"Egaptivon pegol",,https://go.drugbank.com/drugs/DB05202
DB05203,SPP1148,,https://go.drugbank.com/drugs/DB05203
DB05204,XL418,,https://go.drugbank.com/drugs/DB05204
DB05205,CX157,,https://go.drugbank.com/drugs/DB05205
DB05207,SD118,,https://go.drugbank.com/drugs/DB05207
DB05209,Rozrolimupab,,https://go.drugbank.com/drugs/DB05209
DB05210,SF1126,,https://go.drugbank.com/drugs/DB05210
DB05211,PS386113,,https://go.drugbank.com/drugs/DB05211
DB05212,HE3286,,https://go.drugbank.com/drugs/DB05212
DB05214,KD7040,,https://go.drugbank.com/drugs/DB05214
DB05217,GMX1777,,https://go.drugbank.com/drugs/DB05217
DB05218,PN0621,,https://go.drugbank.com/drugs/DB05218
DB05219,Crisaborole,http://www.wikidata.org/entity/Q21098894,https://go.drugbank.com/drugs/DB05219
DB05220,Alisertib,,https://go.drugbank.com/drugs/DB05220
DB05222,KB001,,https://go.drugbank.com/drugs/DB05222
DB05223,Pracinostat,,https://go.drugbank.com/drugs/DB05223
DB05224,REP8839,,https://go.drugbank.com/drugs/DB05224
DB05225,AM103,,https://go.drugbank.com/drugs/DB05225
DB05226,BTA9881,,https://go.drugbank.com/drugs/DB05226
DB05227,APD791,,https://go.drugbank.com/drugs/DB05227
DB05228,RDEA806,,https://go.drugbank.com/drugs/DB05228
DB05229,Beraprost,,https://go.drugbank.com/drugs/DB05229
DB05230,AC3056,,https://go.drugbank.com/drugs/DB05230
DB05232,Tetrodotoxin,,https://go.drugbank.com/drugs/DB05232
DB05233,AP1081,,https://go.drugbank.com/drugs/DB05233
DB05234,LGD2941,,https://go.drugbank.com/drugs/DB05234
DB05235,NRP409,,https://go.drugbank.com/drugs/DB05235
DB05236,ReN001,,https://go.drugbank.com/drugs/DB05236
DB05237,rhMBL,,https://go.drugbank.com/drugs/DB05237
DB05239,Cobimetinib,http://www.wikidata.org/entity/Q15708292,https://go.drugbank.com/drugs/DB05239
DB05241,XL765,,https://go.drugbank.com/drugs/DB05241
DB05242,"NUC B1000",,https://go.drugbank.com/drugs/DB05242
DB05243,XL019,,https://go.drugbank.com/drugs/DB05243
DB05244,G4544,,https://go.drugbank.com/drugs/DB05244
DB05245,"Silver sulfadiazine",http://www.wikidata.org/entity/Q420984,https://go.drugbank.com/drugs/DB05245
DB05246,Methsuximide,http://www.wikidata.org/entity/Q906414,https://go.drugbank.com/drugs/DB05246
DB05249,FavId,,https://go.drugbank.com/drugs/DB05249
DB05252,Fenoxaprop-ethyl,,https://go.drugbank.com/drugs/DB05252
DB05253,"Telapristone acetate",,https://go.drugbank.com/drugs/DB05253
DB05254,Fibrinolysin,,https://go.drugbank.com/drugs/DB05254
DB05255,Ronacaleret,,https://go.drugbank.com/drugs/DB05255
DB05257,Neocartilage,,https://go.drugbank.com/drugs/DB05257
DB05258,"Interferon alfa",,https://go.drugbank.com/drugs/DB05258
DB05259,Glatiramer,,https://go.drugbank.com/drugs/DB05259
DB05260,"Gallium nitrate",,https://go.drugbank.com/drugs/DB05260
DB05262,Oxypurinol,,https://go.drugbank.com/drugs/DB05262
DB05263,Caprospinol,,https://go.drugbank.com/drugs/DB05263
DB05264,"NPI 32101",,https://go.drugbank.com/drugs/DB05264
DB05265,Ecabet,,https://go.drugbank.com/drugs/DB05265
DB05266,Ibudilast,,https://go.drugbank.com/drugs/DB05266
DB05268,iCo-007,,https://go.drugbank.com/drugs/DB05268
DB05271,Rotigotine,http://www.wikidata.org/entity/Q411985,https://go.drugbank.com/drugs/DB05271
DB05273,"Samarium (153Sm) lexidronam",,https://go.drugbank.com/drugs/DB05273
DB05276,"Hepatitis B Immune Globulin",,https://go.drugbank.com/drugs/DB05276
DB05282,MCC,,https://go.drugbank.com/drugs/DB05282
DB05284,CA4P,,https://go.drugbank.com/drugs/DB05284
DB05285,SB-249553,,https://go.drugbank.com/drugs/DB05285
DB05288,"Anecortave acetate",,https://go.drugbank.com/drugs/DB05288
DB05289,Tarenflurbil,,https://go.drugbank.com/drugs/DB05289
DB05290,"SPP 301",,https://go.drugbank.com/drugs/DB05290
DB05292,IDM-1,,https://go.drugbank.com/drugs/DB05292
DB05293,IDM-2,,https://go.drugbank.com/drugs/DB05293
DB05294,Vandetanib,http://www.wikidata.org/entity/Q7914515,https://go.drugbank.com/drugs/DB05294
DB05295,Eldecalcitol,,https://go.drugbank.com/drugs/DB05295
DB05296,"Motexafin lutetium",,https://go.drugbank.com/drugs/DB05296
DB05297,"Paclitaxel docosahexaenoic acid",,https://go.drugbank.com/drugs/DB05297
DB05298,Tetomilast,,https://go.drugbank.com/drugs/DB05298
DB05299,"keyhole limpet hemocyanin",,https://go.drugbank.com/drugs/DB05299
DB05300,PTI-801,,https://go.drugbank.com/drugs/DB05300
DB05301,LAX-101,,https://go.drugbank.com/drugs/DB05301
DB05303,OMS-103HP,,https://go.drugbank.com/drugs/DB05303
DB05304,Girentuximab,,https://go.drugbank.com/drugs/DB05304
DB05305,"Cintredekin Besudotox",,https://go.drugbank.com/drugs/DB05305
DB05306,"Alferminogene tadenovec",,https://go.drugbank.com/drugs/DB05306
DB05308,ANX-510,,https://go.drugbank.com/drugs/DB05308
DB05309,TP-508,,https://go.drugbank.com/drugs/DB05309
DB05310,FP-1096,,https://go.drugbank.com/drugs/DB05310
DB05311,Ecallantide,,https://go.drugbank.com/drugs/DB05311
DB05312,"NVS antibody",,https://go.drugbank.com/drugs/DB05312
DB05313,MP4,,https://go.drugbank.com/drugs/DB05313
DB05315,MC-1,,https://go.drugbank.com/drugs/DB05315
DB05316,Pimavanserin,,https://go.drugbank.com/drugs/DB05316
DB05317,TAK-475,,https://go.drugbank.com/drugs/DB05317
DB05319,"Oportuzumab monatox",,https://go.drugbank.com/drugs/DB05319
DB05320,"ATG-Fresenius S",,https://go.drugbank.com/drugs/DB05320
DB05321,PEG-uricase,,https://go.drugbank.com/drugs/DB05321
DB05322,"INGN 201",,https://go.drugbank.com/drugs/DB05322
DB05325,"INGN 225",,https://go.drugbank.com/drugs/DB05325
DB05326,INKP-102,,https://go.drugbank.com/drugs/DB05326
DB05327,Ranirestat,,https://go.drugbank.com/drugs/DB05327
DB05328,VGV-1,,https://go.drugbank.com/drugs/DB05328
DB05329,MDX-1379,,https://go.drugbank.com/drugs/DB05329
DB05330,ALTU-135,,https://go.drugbank.com/drugs/DB05330
DB05332,Romiplostim,http://www.wikidata.org/entity/Q1235195,https://go.drugbank.com/drugs/DB05332
DB05333,TC-5231,,https://go.drugbank.com/drugs/DB05333
DB05336,Obiltoxaximab,,https://go.drugbank.com/drugs/DB05336
DB05337,SOT-107,,https://go.drugbank.com/drugs/DB05337
DB05339,MN-305,,https://go.drugbank.com/drugs/DB05339
DB05340,ATL-2502,,https://go.drugbank.com/drugs/DB05340
DB05343,"Arundic acid",,https://go.drugbank.com/drugs/DB05343
DB05344,"Ciliary neurotrophic factor",,https://go.drugbank.com/drugs/DB05344
DB05345,SO-101,,https://go.drugbank.com/drugs/DB05345
DB05346,WL-1002,,https://go.drugbank.com/drugs/DB05346
DB05351,Dexlansoprazole,http://www.wikidata.org/entity/Q5268339,https://go.drugbank.com/drugs/DB05351
DB05352,Fx-1006A,,https://go.drugbank.com/drugs/DB05352
DB05353,"CMC 001",,https://go.drugbank.com/drugs/DB05353
DB05361,SR-123781A,,https://go.drugbank.com/drugs/DB05361
DB05362,SSR-126517E,,https://go.drugbank.com/drugs/DB05362
DB05363,LIC-477,,https://go.drugbank.com/drugs/DB05363
DB05364,ROX-888,,https://go.drugbank.com/drugs/DB05364
DB05367,Actelion-1,,https://go.drugbank.com/drugs/DB05367
DB05368,"Ragweed pollen extract",,https://go.drugbank.com/drugs/DB05368
DB05369,HZT-501,,https://go.drugbank.com/drugs/DB05369
DB05371,ACR-16,,https://go.drugbank.com/drugs/DB05371
DB05374,Rindopepimut,,https://go.drugbank.com/drugs/DB05374
DB05377,Chlorfenson,,https://go.drugbank.com/drugs/DB05377
DB05380,"DOTMP HO-166",,https://go.drugbank.com/drugs/DB05380
DB05381,Histamine,,https://go.drugbank.com/drugs/DB05381
DB05382,Iodine,,https://go.drugbank.com/drugs/DB05382
DB05383,Pimagedine,,https://go.drugbank.com/drugs/DB05383
DB05384,"Carbopol 974P",,https://go.drugbank.com/drugs/DB05384
DB05385,"PRO 2000",,https://go.drugbank.com/drugs/DB05385
DB05386,Regramostim,,https://go.drugbank.com/drugs/DB05386
DB05387,AE-941,,https://go.drugbank.com/drugs/DB05387
DB05389,Tetrachlorodecaoxide,,https://go.drugbank.com/drugs/DB05389
DB05390,"INS 316",,https://go.drugbank.com/drugs/DB05390
DB05391,"liposomal prostaglandin E1",,https://go.drugbank.com/drugs/DB05391
DB05393,NOV-002,,https://go.drugbank.com/drugs/DB05393
DB05394,Corticorelin,,https://go.drugbank.com/drugs/DB05394
DB05395,Amibegron,,https://go.drugbank.com/drugs/DB05395
DB05396,"Albinterferon Alfa-2B",,https://go.drugbank.com/drugs/DB05396
DB05398,C31G,,https://go.drugbank.com/drugs/DB05398
DB05399,Succinobucol,,https://go.drugbank.com/drugs/DB05399
DB05400,QS-21,,https://go.drugbank.com/drugs/DB05400
DB05403,CEP-1347,,https://go.drugbank.com/drugs/DB05403
DB05404,"AZD 3355",,https://go.drugbank.com/drugs/DB05404
DB05405,XTL-001,,https://go.drugbank.com/drugs/DB05405
DB05406,GTI-2501,,https://go.drugbank.com/drugs/DB05406
DB05407,TBC-3711,,https://go.drugbank.com/drugs/DB05407
DB05408,Emricasan,,https://go.drugbank.com/drugs/DB05408
DB05409,"NCX 701",,https://go.drugbank.com/drugs/DB05409
DB05410,"NCX 1022",,https://go.drugbank.com/drugs/DB05410
DB05411,VB2-011,,https://go.drugbank.com/drugs/DB05411
DB05412,Talmapimod,,https://go.drugbank.com/drugs/DB05412
DB05413,Tifuvirtide,,https://go.drugbank.com/drugs/DB05413
DB05414,Pipendoxifene,,https://go.drugbank.com/drugs/DB05414
DB05415,OSI-461,,https://go.drugbank.com/drugs/DB05415
DB05416,Cardarine,,https://go.drugbank.com/drugs/DB05416
DB05417,"GW 468816",,https://go.drugbank.com/drugs/DB05417
DB05418,"GW 597599",,https://go.drugbank.com/drugs/DB05418
DB05419,ADX-10061,,https://go.drugbank.com/drugs/DB05419
DB05420,"Gallium maltolate",,https://go.drugbank.com/drugs/DB05420
DB05421,CP-122721,,https://go.drugbank.com/drugs/DB05421
DB05422,OPC-14523,,https://go.drugbank.com/drugs/DB05422
DB05423,ORG-34517,,https://go.drugbank.com/drugs/DB05423
DB05424,Canertinib,,https://go.drugbank.com/drugs/DB05424
DB05426,"Talactoferrin alfa",,https://go.drugbank.com/drugs/DB05426
DB05427,IDD-3,,https://go.drugbank.com/drugs/DB05427
DB05428,"Motexafin gadolinium",,https://go.drugbank.com/drugs/DB05428
DB05429,CAT-213,,https://go.drugbank.com/drugs/DB05429
DB05430,VLTS-589,,https://go.drugbank.com/drugs/DB05430
DB05431,MLN-977,,https://go.drugbank.com/drugs/DB05431
DB05432,"DAS-431 IV",,https://go.drugbank.com/drugs/DB05432
DB05433,rGLP-1,,https://go.drugbank.com/drugs/DB05433
DB05434,ABT-510,,https://go.drugbank.com/drugs/DB05434
DB05437,"NAV 1800",,https://go.drugbank.com/drugs/DB05437
DB05438,IDM-4,,https://go.drugbank.com/drugs/DB05438
DB05439,IDD-1,,https://go.drugbank.com/drugs/DB05439
DB05440,"SRP 299",,https://go.drugbank.com/drugs/DB05440
DB05441,AVAC,,https://go.drugbank.com/drugs/DB05441
DB05442,"Etiprednol dicloacetate",,https://go.drugbank.com/drugs/DB05442
DB05443,"ADL 10-0101",,https://go.drugbank.com/drugs/DB05443
DB05444,Iroxanadine,,https://go.drugbank.com/drugs/DB05444
DB05445,TA-NIC,,https://go.drugbank.com/drugs/DB05445
DB05446,"LJP 1082",,https://go.drugbank.com/drugs/DB05446
DB05447,AVI-4557,,https://go.drugbank.com/drugs/DB05447
DB05448,PX-12,,https://go.drugbank.com/drugs/DB05448
DB05449,FM-VP4,,https://go.drugbank.com/drugs/DB05449
DB05450,Smilagenin,,https://go.drugbank.com/drugs/DB05450
DB05451,P54,,https://go.drugbank.com/drugs/DB05451
DB05452,PH-284,,https://go.drugbank.com/drugs/DB05452
DB05454,Paliroden,,https://go.drugbank.com/drugs/DB05454
DB05455,"SR 121463",,https://go.drugbank.com/drugs/DB05455
DB05456,ETC-588,,https://go.drugbank.com/drugs/DB05456
DB05457,OSI-7904L,,https://go.drugbank.com/drugs/DB05457
DB05458,Pozanicline,,https://go.drugbank.com/drugs/DB05458
DB05459,Briakinumab,,https://go.drugbank.com/drugs/DB05459
DB05460,Ezatiostat,,https://go.drugbank.com/drugs/DB05460
DB05461,OPC-28326,,https://go.drugbank.com/drugs/DB05461
DB05462,"Chlorotoxin I-131",,https://go.drugbank.com/drugs/DB05462
DB05463,ISS-1018,,https://go.drugbank.com/drugs/DB05463
DB05464,NOX-700,,https://go.drugbank.com/drugs/DB05464
DB05465,Tandutinib,,https://go.drugbank.com/drugs/DB05465
DB05466,R673,,https://go.drugbank.com/drugs/DB05466
DB05467,R667,,https://go.drugbank.com/drugs/DB05467
DB05468,R411,,https://go.drugbank.com/drugs/DB05468
DB05469,R450,,https://go.drugbank.com/drugs/DB05469
DB05470,VX-702,,https://go.drugbank.com/drugs/DB05470
DB05471,SGN-30,,https://go.drugbank.com/drugs/DB05471
DB05472,"omega interferon",,https://go.drugbank.com/drugs/DB05472
DB05473,QR-334,,https://go.drugbank.com/drugs/DB05473
DB05474,T487,,https://go.drugbank.com/drugs/DB05474
DB05475,Golotimod,,https://go.drugbank.com/drugs/DB05475
DB05476,WX-UK1,,https://go.drugbank.com/drugs/DB05476
DB05477,"MUC1 Dendritic Cell Vaccine",,https://go.drugbank.com/drugs/DB05477
DB05478,"Pradefovir mesylate",,https://go.drugbank.com/drugs/DB05478
DB05479,"CZEN 002",,https://go.drugbank.com/drugs/DB05479
DB05480,PBI-1402,,https://go.drugbank.com/drugs/DB05480
DB05481,"Recombinant alpha 1-antitrypsin",,https://go.drugbank.com/drugs/DB05481
DB05482,7-ethyl-10-hydroxycamptothecin,,https://go.drugbank.com/drugs/DB05482
DB05483,PCL-016,,https://go.drugbank.com/drugs/DB05483
DB05484,MDX-018,,https://go.drugbank.com/drugs/DB05484
DB05485,ADH-1,,https://go.drugbank.com/drugs/DB05485
DB05487,Custirsen,,https://go.drugbank.com/drugs/DB05487
DB05488,"Technetium Tc-99m ciprofloxacin",,https://go.drugbank.com/drugs/DB05488
DB05489,"ACA 125",,https://go.drugbank.com/drugs/DB05489
DB05490,AMG-131,,https://go.drugbank.com/drugs/DB05490
DB05491,ATN-161,,https://go.drugbank.com/drugs/DB05491
DB05492,"Epicept NP-1",,https://go.drugbank.com/drugs/DB05492
DB05493,NX-1207,,https://go.drugbank.com/drugs/DB05493
DB05494,Elacytarabine,,https://go.drugbank.com/drugs/DB05494
DB05495,PG-530742,,https://go.drugbank.com/drugs/DB05495
DB05496,Otelixizumab,,https://go.drugbank.com/drugs/DB05496
DB05498,KW-7158,,https://go.drugbank.com/drugs/DB05498
DB05499,TAK-428,,https://go.drugbank.com/drugs/DB05499
DB05500,AVN-944,,https://go.drugbank.com/drugs/DB05500
DB05501,AMD-070,,https://go.drugbank.com/drugs/DB05501
DB05502,AG-858,,https://go.drugbank.com/drugs/DB05502
DB05505,NM-702,,https://go.drugbank.com/drugs/DB05505
DB05506,"ISIS 113715",,https://go.drugbank.com/drugs/DB05506
DB05507,VX-765,,https://go.drugbank.com/drugs/DB05507
DB05509,LI-301,,https://go.drugbank.com/drugs/DB05509
DB05511,Piclidenoson,,https://go.drugbank.com/drugs/DB05511
DB05512,MM-093,,https://go.drugbank.com/drugs/DB05512
DB05513,Atiprimod,,https://go.drugbank.com/drugs/DB05513
DB05514,Cobiprostone,,https://go.drugbank.com/drugs/DB05514
DB05516,PI-0824,,https://go.drugbank.com/drugs/DB05516
DB05518,"Managlinat dialanetil",,https://go.drugbank.com/drugs/DB05518
DB05519,Budiodarone,,https://go.drugbank.com/drugs/DB05519
DB05520,Mimopezil,,https://go.drugbank.com/drugs/DB05520
DB05521,Telaprevir,http://www.wikidata.org/entity/Q408557,https://go.drugbank.com/drugs/DB05521
DB05524,Pelitinib,,https://go.drugbank.com/drugs/DB05524
DB05525,EW-A-401,,https://go.drugbank.com/drugs/DB05525
DB05528,Mipomersen,,https://go.drugbank.com/drugs/DB05528
DB05530,"CPG 10101",,https://go.drugbank.com/drugs/DB05530
DB05531,alpha-Pyrrolidinononanophenone,,https://go.drugbank.com/drugs/DB05531
DB05532,BMS-488043,,https://go.drugbank.com/drugs/DB05532
DB05533,QR-333,,https://go.drugbank.com/drugs/DB05533
DB05540,Alanosine,,https://go.drugbank.com/drugs/DB05540
DB05541,Brivaracetam,http://www.wikidata.org/entity/Q408099,https://go.drugbank.com/drugs/DB05541
DB05542,Naronapride,,https://go.drugbank.com/drugs/DB05542
DB05545,"AMG 108",,https://go.drugbank.com/drugs/DB05545
DB05549,INO-1001,,https://go.drugbank.com/drugs/DB05549
DB05550,Iratumumab,,https://go.drugbank.com/drugs/DB05550
DB05552,TG100-115,,https://go.drugbank.com/drugs/DB05552
DB05553,Regrelor,,https://go.drugbank.com/drugs/DB05553
DB05555,Enokizumab,,https://go.drugbank.com/drugs/DB05555
DB05559,"NF-kappaB Decoy",,https://go.drugbank.com/drugs/DB05559
DB05560,Delcasertib,,https://go.drugbank.com/drugs/DB05560
DB05562,Naluzotan,,https://go.drugbank.com/drugs/DB05562
DB05565,PBT-1033,,https://go.drugbank.com/drugs/DB05565
DB05575,Motesanib,,https://go.drugbank.com/drugs/DB05575
DB05578,Ramucirumab,http://www.wikidata.org/entity/Q7290345,https://go.drugbank.com/drugs/DB05578
DB05580,TRU-015,,https://go.drugbank.com/drugs/DB05580
DB05584,Praconase,,https://go.drugbank.com/drugs/DB05584
DB05585,Verubulin,,https://go.drugbank.com/drugs/DB05585
DB05586,Facinicline,,https://go.drugbank.com/drugs/DB05586
DB05590,Bedoradrine,,https://go.drugbank.com/drugs/DB05590
DB05592,Blarcamesine,,https://go.drugbank.com/drugs/DB05592
DB05594,"Cantuzumab ravtansine",,https://go.drugbank.com/drugs/DB05594
DB05595,Farletuzumab,,https://go.drugbank.com/drugs/DB05595
DB05596,PRX-03140,,https://go.drugbank.com/drugs/DB05596
DB05599,"Fibroblast growth factor-1",,https://go.drugbank.com/drugs/DB05599
DB05606,Beclanorsen,,https://go.drugbank.com/drugs/DB05606
DB05607,PRX-08066,,https://go.drugbank.com/drugs/DB05607
DB05608,MKC-1,,https://go.drugbank.com/drugs/DB05608
DB05611,Apilimod,,https://go.drugbank.com/drugs/DB05611
DB05616,"4'-Methylene-5,8,10-trideazaaminopterin",,https://go.drugbank.com/drugs/DB05616
DB05620,AVI-4065,,https://go.drugbank.com/drugs/DB05620
DB05624,Teverelix,,https://go.drugbank.com/drugs/DB05624
DB05625,CTCE-9908,,https://go.drugbank.com/drugs/DB05625
DB05626,Retaspimycin,,https://go.drugbank.com/drugs/DB05626
DB05630,"Sodium stibogluconate",,https://go.drugbank.com/drugs/DB05630
DB05631,ALT-2074,,https://go.drugbank.com/drugs/DB05631
DB05633,Glypromate,,https://go.drugbank.com/drugs/DB05633
DB05638,Asvasiran,,https://go.drugbank.com/drugs/DB05638
DB05642,DDP-225,,https://go.drugbank.com/drugs/DB05642
DB05643,IRX-2,,https://go.drugbank.com/drugs/DB05643
DB05644,KP-1461,,https://go.drugbank.com/drugs/DB05644
DB05645,Larazotide,,https://go.drugbank.com/drugs/DB05645
DB05649,NTx-265,,https://go.drugbank.com/drugs/DB05649
DB05650,OT-551,,https://go.drugbank.com/drugs/DB05650
DB05652,VTP-201227,,https://go.drugbank.com/drugs/DB05652
DB05653,IRX-5183,,https://go.drugbank.com/drugs/DB05653
DB05656,Veltuzumab,,https://go.drugbank.com/drugs/DB05656
DB05659,"Faropenem medoxomil",,https://go.drugbank.com/drugs/DB05659
DB05660,D-JNKI-1,,https://go.drugbank.com/drugs/DB05660
DB05662,NP-50301,,https://go.drugbank.com/drugs/DB05662
DB05667,Levoketoconazole,,https://go.drugbank.com/drugs/DB05667
DB05668,Palifosfamide,,https://go.drugbank.com/drugs/DB05668
DB05670,ATL-104,,https://go.drugbank.com/drugs/DB05670
DB05671,AC-100,,https://go.drugbank.com/drugs/DB05671
DB05675,EP-2104R,,https://go.drugbank.com/drugs/DB05675
DB05676,Apremilast,http://www.wikidata.org/entity/Q2858961,https://go.drugbank.com/drugs/DB05676
DB05678,SLx-4090,,https://go.drugbank.com/drugs/DB05678
DB05679,Ustekinumab,http://www.wikidata.org/entity/Q420305,https://go.drugbank.com/drugs/DB05679
DB05680,Sotirimod,,https://go.drugbank.com/drugs/DB05680
DB05683,"Iodofiltic acid I-123",,https://go.drugbank.com/drugs/DB05683
DB05685,FX06,,https://go.drugbank.com/drugs/DB05685
DB05686,Sivifene,,https://go.drugbank.com/drugs/DB05686
DB05687,BL-1020,,https://go.drugbank.com/drugs/DB05687
DB05688,CRx-119,,https://go.drugbank.com/drugs/DB05688
DB05695,NPS-2143,,https://go.drugbank.com/drugs/DB05695
DB05698,GI-4000,,https://go.drugbank.com/drugs/DB05698
DB05705,ALS-08,,https://go.drugbank.com/drugs/DB05705
DB05706,13-deoxydoxorubicin,,https://go.drugbank.com/drugs/DB05706
DB05708,GTS-21,,https://go.drugbank.com/drugs/DB05708
DB05710,Gantacurium,,https://go.drugbank.com/drugs/DB05710
DB05712,AZD-9684,,https://go.drugbank.com/drugs/DB05712
DB05713,LY-517717,,https://go.drugbank.com/drugs/DB05713
DB05714,Flovagatran,,https://go.drugbank.com/drugs/DB05714
DB05718,Maxy-G34,,https://go.drugbank.com/drugs/DB05718
DB05719,Elesclomol,,https://go.drugbank.com/drugs/DB05719
DB05721,"EVT 201",,https://go.drugbank.com/drugs/DB05721
DB05722,CGC-11047,,https://go.drugbank.com/drugs/DB05722
DB05723,"ALKS 29",,https://go.drugbank.com/drugs/DB05723
DB05724,"alpha-Conotoxin VC 1.1",,https://go.drugbank.com/drugs/DB05724
DB05730,PMI-001,,https://go.drugbank.com/drugs/DB05730
DB05732,"Strontium malonate",,https://go.drugbank.com/drugs/DB05732
DB05735,Cefilavancin,,https://go.drugbank.com/drugs/DB05735
DB05736,MIV-701,,https://go.drugbank.com/drugs/DB05736
DB05737,"Varespladib methyl",,https://go.drugbank.com/drugs/DB05737
DB05738,Vapitadine,,https://go.drugbank.com/drugs/DB05738
DB05739,CYT006-AngQb,,https://go.drugbank.com/drugs/DB05739
DB05740,RPI-78M,,https://go.drugbank.com/drugs/DB05740
DB05741,AGS-005,,https://go.drugbank.com/drugs/DB05741
DB05742,AGS-004,,https://go.drugbank.com/drugs/DB05742
DB05744,CRx-139,,https://go.drugbank.com/drugs/DB05744
DB05746,PF-03187207,,https://go.drugbank.com/drugs/DB05746
DB05747,R-851,,https://go.drugbank.com/drugs/DB05747
DB05749,MPI-674,,https://go.drugbank.com/drugs/DB05749
DB05750,AVE-1625,,https://go.drugbank.com/drugs/DB05750
DB05751,RP01,,https://go.drugbank.com/drugs/DB05751
DB05752,"ALKS 27",,https://go.drugbank.com/drugs/DB05752
DB05753,VSF-173,,https://go.drugbank.com/drugs/DB05753
DB05754,"IPH 1101",,https://go.drugbank.com/drugs/DB05754
DB05755,BF-37,,https://go.drugbank.com/drugs/DB05755
DB05756,PAC-113,,https://go.drugbank.com/drugs/DB05756
DB05757,DNB-001,,https://go.drugbank.com/drugs/DB05757
DB05758,CYT007-TNFQb,,https://go.drugbank.com/drugs/DB05758
DB05765,ATX-201,,https://go.drugbank.com/drugs/DB05765
DB05766,ACP-104,,https://go.drugbank.com/drugs/DB05766
DB05767,Andrographolide,,https://go.drugbank.com/drugs/DB05767
DB05768,"Alkaline Phosphatase",,https://go.drugbank.com/drugs/DB05768
DB05769,LCP-AtorFen,,https://go.drugbank.com/drugs/DB05769
DB05771,LLL-3348,,https://go.drugbank.com/drugs/DB05771
DB05772,Rabeximod,,https://go.drugbank.com/drugs/DB05772
DB05773,"Trastuzumab emtansine",,https://go.drugbank.com/drugs/DB05773
DB05775,CRx-401,,https://go.drugbank.com/drugs/DB05775
DB05776,IC41,,https://go.drugbank.com/drugs/DB05776
DB05777,"Thrombomodulin Alfa",,https://go.drugbank.com/drugs/DB05777
DB05778,Col-118,,https://go.drugbank.com/drugs/DB05778
DB05779,Oglufanide,,https://go.drugbank.com/drugs/DB05779
DB05780,ATX-101,,https://go.drugbank.com/drugs/DB05780
DB05785,LGD-1550,,https://go.drugbank.com/drugs/DB05785
DB05786,Irofulven,,https://go.drugbank.com/drugs/DB05786
DB05787,LM-609,,https://go.drugbank.com/drugs/DB05787
DB05789,MX6,,https://go.drugbank.com/drugs/DB05789
DB05790,"SR 140333",,https://go.drugbank.com/drugs/DB05790
DB05791,Perflubron,,https://go.drugbank.com/drugs/DB05791
DB05792,Arylacenamide,,https://go.drugbank.com/drugs/DB05792
DB05793,PRO-542,,https://go.drugbank.com/drugs/DB05793
DB05794,Serelaxin,,https://go.drugbank.com/drugs/DB05794
DB05796,Daglutril,,https://go.drugbank.com/drugs/DB05796
DB05797,TNX-901,,https://go.drugbank.com/drugs/DB05797
DB05798,GEM-231,,https://go.drugbank.com/drugs/DB05798
DB05799,NOX-100,,https://go.drugbank.com/drugs/DB05799
DB05800,Alethine,,https://go.drugbank.com/drugs/DB05800
DB05801,"GTI 2040",,https://go.drugbank.com/drugs/DB05801
DB05803,"ISIS 14803",,https://go.drugbank.com/drugs/DB05803
DB05804,"Prasterone sulfate",,https://go.drugbank.com/drugs/DB05804
DB05805,NS-2359,,https://go.drugbank.com/drugs/DB05805
DB05806,Cositecan,,https://go.drugbank.com/drugs/DB05806
DB05807,HGTV-43,,https://go.drugbank.com/drugs/DB05807
DB05808,PI-88,,https://go.drugbank.com/drugs/DB05808
DB05809,TA-CIN,,https://go.drugbank.com/drugs/DB05809
DB05810,99mTc-glucarate,,https://go.drugbank.com/drugs/DB05810
DB05811,"HSV-2 theracine",,https://go.drugbank.com/drugs/DB05811
DB05812,Abiraterone,,https://go.drugbank.com/drugs/DB05812
DB05814,GPI-1485,,https://go.drugbank.com/drugs/DB05814
DB05815,"GnRH pharmaccine",,https://go.drugbank.com/drugs/DB05815
DB05817,Laromustine,,https://go.drugbank.com/drugs/DB05817
DB05818,SGN-15,,https://go.drugbank.com/drugs/DB05818
DB05819,NBI-6024,,https://go.drugbank.com/drugs/DB05819
DB05820,DP-b99,,https://go.drugbank.com/drugs/DB05820
DB05821,DP-VPA,,https://go.drugbank.com/drugs/DB05821
DB05824,CNS-5161,,https://go.drugbank.com/drugs/DB05824
DB05825,"NCX 1015",,https://go.drugbank.com/drugs/DB05825
DB05826,Prolease-r-hFSH,,https://go.drugbank.com/drugs/DB05826
DB05827,G207,,https://go.drugbank.com/drugs/DB05827
DB05828,LU-31130,,https://go.drugbank.com/drugs/DB05828
DB05829,"Parathyroid hormone",,https://go.drugbank.com/drugs/DB05829
DB05830,Trestolone,,https://go.drugbank.com/drugs/DB05830
DB05831,ING-1,,https://go.drugbank.com/drugs/DB05831
DB05832,PPI-1019,,https://go.drugbank.com/drugs/DB05832
DB05834,OC-1012,,https://go.drugbank.com/drugs/DB05834
DB05835,NS-3728,,https://go.drugbank.com/drugs/DB05835
DB05836,AG-702,,https://go.drugbank.com/drugs/DB05836
DB05837,OSI-7836,,https://go.drugbank.com/drugs/DB05837
DB05838,OPC-51803,,https://go.drugbank.com/drugs/DB05838
DB05839,BG-777,,https://go.drugbank.com/drugs/DB05839
